Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,97,CANADA,112,0,Prefer not to say,27
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,INDIA,22,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,36,THAILAND,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,GERMANY,81,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,65,SINGAPORE,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,CHINA,29,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,45,SINGAPORE,30,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4,CHINA,37,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,35,SINGAPORE,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,CHINA,21,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23,"TAIWAN, PROVINCE OF CHINA",38,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,29,JAPAN,31,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,33,UNITED KINGDOM,79,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,34,HUNGARY,108,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,40,PHILIPPINES,35,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,55,LAO PEOPLE'S DEMOCRATIC REPUBLIC,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,79,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,53,HONG KONG,25,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,THAILAND,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,86,MALAYSIA,29,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,31,UNITED STATES,98,0,Prefer not to say,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,55,JAPAN,49,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,"TAIWAN, PROVINCE OF CHINA",22,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,89,PHILIPPINES,26,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,VIET NAM,25,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,97,INDONESIA,29,0,Prefer not to say,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,MALAYSIA,20,0,Prefer not to say,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,97,INDONESIA,29,0,Prefer not to say,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,74,VIET NAM,45,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,26,"TAIWAN, PROVINCE OF CHINA",18,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,64,JAPAN,38,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,NEPAL,18,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,17,CHINA,39,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,8,INDONESIA,14,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,55,AUSTRIA,12,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,HONG KONG,15,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,43,SPAIN,114,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,2,MALAYSIA,12,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,24,CHINA,16,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,12,SINGAPORE,14,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,INDONESIA,34,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,13,THAILAND,11,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,VIET NAM,12,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,2,CHINA,18,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,41,INDONESIA,11,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,11,THAILAND,23,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,38,CAMBODIA,12,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,35,MYANMAR,12,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,45,SINGAPORE,22,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,2,ITALY,41,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,HONG KONG,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,9,CANADA,20,0,Prefer not to say,54
EPX,Travel Agency,Online,Cancellation Plan,No,1,VIET NAM,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,42,TURKEY,31,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,10,MALAYSIA,17,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,MALAYSIA,11,0,Prefer not to say,35
EPX,Travel Agency,Online,Cancellation Plan,No,29,SINGAPORE,10,0,Prefer not to say,40
EPX,Travel Agency,Online,Cancellation Plan,No,16,CHINA,34,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,71,"KOREA, REPUBLIC OF",80,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,13,CHINA,31,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,90,UNITED STATES,34,0,Prefer not to say,44
EPX,Travel Agency,Online,Cancellation Plan,No,64,MONGOLIA,44,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,62,PHILIPPINES,13,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,43,GERMANY,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,17,JAPAN,42,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,23,JAPAN,80,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,HONG KONG,19,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,11,"TAIWAN, PROVINCE OF CHINA",10,0,Prefer not to say,39
EPX,Travel Agency,Online,Cancellation Plan,No,2,INDIA,19,0,Prefer not to say,34
EPX,Travel Agency,Online,Cancellation Plan,No,16,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,40,HONG KONG,18,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,48,FRANCE,80,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,20,UNITED STATES,17,0,Prefer not to say,47
EPX,Travel Agency,Online,Cancellation Plan,No,7,CHINA,25,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,74,AUSTRALIA,55,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,39,MOROCCO,14,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,6,THAILAND,18,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,SINGAPORE,15,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,36,SPAIN,29,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,42,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,25,JAPAN,48,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,6,THAILAND,17,0,Prefer not to say,43
EPX,Travel Agency,Online,Cancellation Plan,No,5,THAILAND,10,0,Prefer not to say,41
EPX,Travel Agency,Online,Cancellation Plan,No,19,CHINA,25,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,8,THAILAND,12,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,INDIA,24,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,INDIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,15,PHILIPPINES,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,11,SINGAPORE,27,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,69,SWITZERLAND,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,4,MYANMAR,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,23,HONG KONG,26,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,66,NETHERLANDS,35,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,GERMANY,20,0,Prefer not to say,36
RAB,Airlines,Online,Value Plan,No,12,BRUNEI DARUSSALAM,15,6,M,53
RAB,Airlines,Online,Value Plan,No,3,BRUNEI DARUSSALAM,15,6,M,33
SSI,Airlines,Online,Ticket Protector,No,93,SINGAPORE,12.16,3.41,Prefer not to say,48
JZI,Airlines,Online,Basic Plan,No,72,VIET NAM,22,7.7,M,35
JZI,Airlines,Online,Basic Plan,No,37,CHINA,44,15.4,F,33
JZI,Airlines,Online,Basic Plan,No,15,INDONESIA,22,7.7,F,28
JZI,Airlines,Online,Basic Plan,No,47,INDONESIA,30,10.5,F,41
JZI,Airlines,Online,Basic Plan,No,4,CHINA,22,7.7,M,33
JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,18,6.3,M,42
JZI,Airlines,Online,Basic Plan,No,4,VIET NAM,22,7.7,M,37
JZI,Airlines,Online,Basic Plan,No,3,INDONESIA,18,6.3,M,46
JZI,Airlines,Online,Basic Plan,No,18,HONG KONG,26,9.1,F,46
JZI,Airlines,Online,Value Plan,No,9,AUSTRALIA,45,15.75,M,48
ART,Airlines,Online,24 Protect,No,82,PHILIPPINES,4.68,1.64,M,48
C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,16.2,4.05,F,29
C2B,Airlines,Online,Bronze Plan,No,55,SINGAPORE,17.55,4.39,M,33
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,30.55,7.64,F,51
C2B,Airlines,Online,Bronze Plan,No,29,SINGAPORE,65.65,16.41,M,26
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,23.4,5.85,F,26
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,30.55,7.64,F,24
C2B,Airlines,Online,Silver Plan,No,13,SINGAPORE,58.8,14.7,F,24
C2B,Airlines,Online,Silver Plan,No,34,SINGAPORE,24.05,6.01,F,32
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,44,UNITED KINGDOM,0,23.76,Prefer not to say,53
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6,THAILAND,29.7,17.82,Prefer not to say,46
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,30,SPAIN,9.9,5.94,Prefer not to say,51
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,16,AUSTRALIA,29.7,17.82,Prefer not to say,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,31,MALAYSIA,29.7,17.82,Prefer not to say,50
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,37,THAILAND,39.6,23.76,Prefer not to say,39
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,34,UNITED KINGDOM,29.7,17.82,Prefer not to say,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,3,MALAYSIA,29.7,17.82,Prefer not to say,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23,CAMBODIA,30,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,48,SPAIN,112,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,61,NEW ZEALAND,86,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,CHINA,21,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,42,HONG KONG,25,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,28,SINGAPORE,43,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,MALAYSIA,25,0,Prefer not to say,27
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,31,CHINA,33,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,UNITED KINGDOM,84,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,2,VIET NAM,49,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,46,HONG KONG,26,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,71,INDONESIA,67,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,55,HONG KONG,22,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,41,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,38,SINGAPORE,36,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,2,INDONESIA,46,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,PHILIPPINES,31,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,41,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,JAPAN,55,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,19,LAO PEOPLE'S DEMOCRATIC REPUBLIC,39,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,3,THAILAND,20,0,Prefer not to say,47
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,30,LAO PEOPLE'S DEMOCRATIC REPUBLIC,38,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,32,HONG KONG,59,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,95,JAPAN,54,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,27,HONG KONG,21,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,66,AUSTRALIA,57,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,CHINA,65,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,HONG KONG,26,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,41,HONG KONG,33,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,42,ITALY,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26,CAMBODIA,25,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,HONG KONG,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,UNITED ARAB EMIRATES,42,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,3,MALAYSIA,28,0,Prefer not to say,52
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,3,MALAYSIA,34,0,Prefer not to say,51
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,53,INDONESIA,39,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,CHINA,55,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,3,MALAYSIA,20,0,Prefer not to say,47
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,SINGAPORE,46,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23,SINGAPORE,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,VIET NAM,25,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,31,CHINA,33,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,42,CHINA,37,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,AUSTRALIA,48,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,THAILAND,30,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,NETHERLANDS,88,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,2,INDONESIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,11,MALAYSIA,10,0,Prefer not to say,49
EPX,Travel Agency,Online,Cancellation Plan,No,11,CHINA,35,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,11,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,9,SERBIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,INDIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,42,HONG KONG,18,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,61,PHILIPPINES,12,0,Prefer not to say,29
EPX,Travel Agency,Online,Cancellation Plan,No,3,SINGAPORE,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,89,CHINA,11,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,15,MYANMAR,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,31,CHINA,24,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,25,UNITED STATES,80,0,Prefer not to say,24
EPX,Travel Agency,Online,Cancellation Plan,No,16,HONG KONG,15,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,42,JAPAN,30,0,Prefer not to say,30
EPX,Travel Agency,Online,Cancellation Plan,No,58,INDIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,111,SINGAPORE,59,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,INDONESIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,44,PHILIPPINES,13,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,20,UNITED STATES,10,0,Prefer not to say,42
EPX,Travel Agency,Online,Cancellation Plan,No,76,"KOREA, REPUBLIC OF",10,0,Prefer not to say,26
EPX,Travel Agency,Online,Cancellation Plan,No,20,PHILIPPINES,11,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,22,UNITED STATES,10,0,Prefer not to say,42
EPX,Travel Agency,Online,Cancellation Plan,No,19,MALAYSIA,10,0,Prefer not to say,49
EPX,Travel Agency,Online,Cancellation Plan,No,5,"TAIWAN, PROVINCE OF CHINA",0,0,Prefer not to say,32
EPX,Travel Agency,Online,Cancellation Plan,No,12,GREECE,50,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,26,INDIA,24,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,33,CHINA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,THAILAND,22,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,44,JAPAN,41,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,34,MALAYSIA,11,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,18,BRAZIL,16,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,54,SINGAPORE,80,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,90,CANADA,76,0,Prefer not to say,29
EPX,Travel Agency,Online,Cancellation Plan,No,90,CANADA,76,0,Prefer not to say,29
EPX,Travel Agency,Online,Cancellation Plan,No,17,CHINA,70,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,37,CANADA,12,0,Prefer not to say,26
EPX,Travel Agency,Online,Cancellation Plan,No,24,HONG KONG,18,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,18,JAPAN,38,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,54,LAO PEOPLE'S DEMOCRATIC REPUBLIC,13,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,SINGAPORE,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,13,CHINA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,INDONESIA,10,0,Prefer not to say,26
EPX,Travel Agency,Online,Cancellation Plan,No,14,HUNGARY,14,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,11,AUSTRALIA,33,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,36,CHINA,25,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,THAILAND,10,0,Prefer not to say,44
EPX,Travel Agency,Online,Cancellation Plan,No,24,UNITED STATES,67,0,Prefer not to say,27
EPX,Travel Agency,Online,Cancellation Plan,No,7,UNITED STATES,14,0,Prefer not to say,48
EPX,Travel Agency,Online,Cancellation Plan,No,33,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,40,CHINA,44,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,2,SINGAPORE,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,63,UNITED STATES,80,0,Prefer not to say,41
EPX,Travel Agency,Online,Cancellation Plan,No,4,THAILAND,14,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,27,INDONESIA,38,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,BANGLADESH,10,0,Prefer not to say,40
EPX,Travel Agency,Online,Cancellation Plan,No,66,CHINA,30,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,23,SRI LANKA,28,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,14,SINGAPORE,10,0,Prefer not to say,31
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3,INDIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,30,SINGAPORE,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,26,INDIA,33,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,UNITED STATES,84,0,Prefer not to say,48
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,93,SINGAPORE,0,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,4,CHINA,33,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,10,SINGAPORE,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,20,THAILAND,20,0,Prefer not to say,36
KML,Travel Agency,Online,Value Plan,No,76,SPAIN,75,28.5,F,48
RAB,Airlines,Online,Value Plan,No,2,BRUNEI DARUSSALAM,15,6,M,38
RAB,Airlines,Online,Value Plan,No,32,BRUNEI DARUSSALAM,50,20,Prefer not to say,54
SSI,Airlines,Online,Ticket Protector,No,24,SINGAPORE,7.59,2.13,Prefer not to say,48
JZI,Airlines,Online,Basic Plan,No,34,HONG KONG,22,7.7,F,41
JZI,Airlines,Online,Basic Plan,No,1,MALAYSIA,18,6.3,F,35
JZI,Airlines,Online,Basic Plan,No,76,"TAIWAN, PROVINCE OF CHINA",26,9.1,M,30
JZI,Airlines,Online,Basic Plan,No,19,"TAIWAN, PROVINCE OF CHINA",22,7.7,M,47
JZI,Airlines,Online,Basic Plan,No,47,INDONESIA,22,7.7,M,35
JZI,Airlines,Online,Basic Plan,No,7,MALAYSIA,18,6.3,M,47
JZI,Airlines,Online,Basic Plan,No,110,HONG KONG,26,9.1,M,52
JZI,Airlines,Online,Basic Plan,No,3,MALAYSIA,18,6.3,M,42
JZI,Airlines,Online,Basic Plan,No,6,HONG KONG,26,9.1,M,27
JZI,Airlines,Online,Basic Plan,No,76,PHILIPPINES,42,14.7,M,44
JZI,Airlines,Online,Basic Plan,No,11,MYANMAR,18,6.3,F,27
JZI,Airlines,Online,Basic Plan,No,44,INDONESIA,30,10.5,F,38
JZI,Airlines,Online,Basic Plan,No,48,INDONESIA,42,14.7,F,41
JZI,Airlines,Online,Basic Plan,Yes,9,CHINA,26,9.1,M,47
JZI,Airlines,Online,Basic Plan,No,19,CHINA,0,9.1,M,39
JZI,Airlines,Online,Basic Plan,No,71,PHILIPPINES,42,14.7,F,41
JZI,Airlines,Online,Basic Plan,No,71,INDONESIA,37,12.95,F,42
JZI,Airlines,Online,Basic Plan,No,12,MYANMAR,18,6.3,F,28
JZI,Airlines,Online,Value Plan,No,3,THAILAND,33,11.55,F,31
JZI,Airlines,Online,Value Plan,No,5,HONG KONG,36,12.6,F,31
ART,Airlines,Online,24 Protect,No,18,PHILIPPINES,4.98,1.74,M,48
C2B,Airlines,Online,Bronze Plan,No,62,SINGAPORE,27,6.75,F,33
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,22.1,5.53,F,27
C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,23.4,5.85,M,35
C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,38.35,9.59,F,29
C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,69.55,17.39,F,34
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,17.55,4.39,F,37
C2B,Airlines,Online,Bronze Plan,No,33,SINGAPORE,17.55,4.39,F,35
C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,23.4,5.85,F,33
C2B,Airlines,Online,Silver Plan,No,17,SINGAPORE,21,5.25,M,33
C2B,Airlines,Online,Silver Plan,No,53,SINGAPORE,93.6,23.4,M,26
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,30,ITALY,0,23.76,Prefer not to say,40
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,22,AUSTRALIA,39.6,23.76,Prefer not to say,31
